condition,replicate,major_category,label,category_n,feature,observed,expected,lift,z_score,empirical_p
interface_conservative,0,ヤマノカミ,Yama-no-kami,722,strict_boundary_interface,148,175.734,0.84218,-2.57,0.00399
interface_conservative,0,イヌガミ,Inugami,552,hydrology,39,111.472,0.34986,-8.2775,0.002
interface_conservative,0,イヌガミ,Inugami,552,mobility,112,91.96,1.21792,2.2648,0.01796
interface_conservative,0,イヌガミ,Inugami,552,boundary,64,99.556,0.64285,-4.1728,0.002
interface_conservative,0,イヌガミ,Inugami,552,livelihood,82,102.506,0.79995,-2.2737,0.01397
interface_conservative,0,イヌガミ,Inugami,552,dwelling,202,134.904,1.49736,6.4492,0.002
interface_conservative,0,イヌガミ,Inugami,552,death_ritual,47,80.322,0.58514,-4.1033,0.002
interface_conservative,0,イヌガミ,Inugami,552,taboo_time_weather,97,117.554,0.82515,-2.2643,0.01198
interface_conservative,0,イヌガミ,Inugami,552,actors,111,144.552,0.76789,-3.3969,0.002
interface_conservative,0,イヌガミ,Inugami,552,actions,29,59.306,0.48899,-4.4711,0.002
interface_conservative,0,イヌガミ,Inugami,552,strict_boundary_interface,124,136.858,0.90605,-1.3198,0.0978
interface_conservative,0,ネコ,Neko,466,hydrology,52,99.984,0.52008,-5.6126,0.002
interface_conservative,0,ネコ,Neko,466,mobility,54,80.014,0.67488,-3.3617,0.00399
interface_conservative,0,ネコ,Neko,466,boundary,84,87.956,0.95502,-0.4726,0.33733
interface_conservative,0,ネコ,Neko,466,livelihood,52,94.346,0.55116,-5.0796,0.002
interface_conservative,0,ネコ,Neko,466,dwelling,137,120.552,1.13644,1.7446,0.0499
interface_conservative,0,ネコ,Neko,466,death_ritual,156,66.35,2.35117,12.3026,0.002
interface_conservative,0,ネコ,Neko,466,taboo_time_weather,117,101.93,1.14785,1.743,0.04192
interface_conservative,0,ネコ,Neko,466,actors,98,129.808,0.75496,-3.2119,0.002
interface_conservative,0,ネコ,Neko,466,actions,42,46.094,0.91118,-0.6166,0.28942
interface_conservative,0,ネコ,Neko,466,strict_boundary_interface,106,119.026,0.89056,-1.4007,0.09381
interface_conservative,0,ヒノタマ,Hitodama,249,hydrology,35,51.708,0.67688,-2.7238,0.00399
interface_conservative,0,ヒノタマ,Hitodama,249,mobility,34,42.792,0.79454,-1.494,0.08782
interface_conservative,0,ヒノタマ,Hitodama,249,boundary,58,44.868,1.29268,2.0788,0.02794
interface_conservative,0,ヒノタマ,Hitodama,249,livelihood,25,46.758,0.53467,-3.4065,0.00599
interface_conservative,0,ヒノタマ,Hitodama,249,dwelling,58,60.27,0.96234,-0.3417,0.39721
interface_conservative,0,ヒノタマ,Hitodama,249,death_ritual,53,39.124,1.35467,2.4846,0.00798
interface_conservative,0,ヒノタマ,Hitodama,249,taboo_time_weather,80,52.666,1.51901,4.3077,0.002
interface_conservative,0,ヒノタマ,Hitodama,249,actors,37,66.53,0.55614,-4.2841,0.002
interface_conservative,0,ヒノタマ,Hitodama,249,actions,48,29.744,1.61377,3.8916,0.002
interface_conservative,0,ヒノタマ,Hitodama,249,strict_boundary_interface,61,62.376,0.97794,-0.1973,0.44711
drop_10pct,1,その他,Other,19084,hydrology,2907,3286.512,0.88452,-11.0611,0.002
drop_10pct,1,その他,Other,19084,mobility,2989,3111.326,0.96068,-3.7805,0.002
drop_10pct,1,その他,Other,19084,boundary,3443,3141.544,1.09596,9.6972,0.002
drop_10pct,1,その他,Other,19084,livelihood,2724,2777.942,0.98058,-1.7161,0.0479
drop_10pct,1,その他,Other,19084,dwelling,4353,4277.11,1.01774,2.0187,0.02595
drop_10pct,1,その他,Other,19084,death_ritual,2437,2628.618,0.9271,-6.3741,0.002
drop_10pct,1,その他,Other,19084,taboo_time_weather,2034,1925.702,1.05624,4.1431,0.002
drop_10pct,1,その他,Other,19084,actors,4494,4616.014,0.97357,-3.3119,0.002
drop_10pct,1,その他,Other,19084,actions,2083,2013.288,1.03463,2.6188,0.01397
drop_10pct,1,その他,Other,19084,strict_boundary_interface,3982,4127.07,0.96485,-3.9783,0.002
drop_10pct,1,キツネ,Kitsune,3618,hydrology,415,644.946,0.64346,-11.2688,0.002
drop_10pct,1,キツネ,Kitsune,3618,mobility,716,558.69,1.28157,7.7103,0.002
drop_10pct,1,キツネ,Kitsune,3618,boundary,315,609.556,0.51677,-14.7424,0.002
drop_10pct,1,キツネ,Kitsune,3618,livelihood,689,534.786,1.28837,7.9274,0.002
drop_10pct,1,キツネ,Kitsune,3618,dwelling,816,818.458,0.997,-0.1086,0.45709
drop_10pct,1,キツネ,Kitsune,3618,death_ritual,174,481.81,0.36114,-16.9626,0.002
drop_10pct,1,キツネ,Kitsune,3618,taboo_time_weather,236,359.096,0.65721,-7.3869,0.002
drop_10pct,1,キツネ,Kitsune,3618,actors,722,844.3,0.85515,-5.0742,0.002
drop_10pct,1,キツネ,Kitsune,3618,actions,308,422.728,0.7286,-6.4264,0.002
drop_10pct,1,キツネ,Kitsune,3618,strict_boundary_interface,609,775.632,0.78517,-7.6377,0.002
drop_10pct,1,ヘビ・リュウ,Snake/Dragon,2335,hydrology,654,401.018,1.63085,15.0498,0.002
drop_10pct,1,ヘビ・リュウ,Snake/Dragon,2335,mobility,347,367.52,0.94417,-1.2153,0.12575
drop_10pct,1,ヘビ・リュウ,Snake/Dragon,2335,boundary,517,399.034,1.29563,6.8617,0.002
drop_10pct,1,ヘビ・リュウ,Snake/Dragon,2335,livelihood,368,341.808,1.07663,1.5945,0.07385
drop_10pct,1,ヘビ・リュウ,Snake/Dragon,2335,dwelling,481,515.134,0.93374,-1.7902,0.03992
drop_10pct,1,ヘビ・リュウ,Snake/Dragon,2335,death_ritual,212,309.876,0.68414,-6.388,0.002
drop_10pct,1,ヘビ・リュウ,Snake/Dragon,2335,taboo_time_weather,442,238.732,1.85145,14.1309,0.002
drop_10pct,1,ヘビ・リュウ,Snake/Dragon,2335,actors,860,556.018,1.54671,15.8888,0.002
drop_10pct,1,ヘビ・リュウ,Snake/Dragon,2335,actions,154,240.406,0.64058,-6.4465,0.002
drop_10pct,1,ヘビ・リュウ,Snake/Dragon,2335,strict_boundary_interface,660,502.4,1.31369,8.5482,0.002
drop_10pct,1,ユウレイ,Yurei,1641,hydrology,168,277.116,0.60624,-7.5925,0.002
drop_10pct,1,ユウレイ,Yurei,1641,mobility,353,267.976,1.31728,5.5476,0.002
drop_10pct,1,ユウレイ,Yurei,1641,boundary,381,263.242,1.44734,8.1827,0.002
drop_10pct,1,ユウレイ,Yurei,1641,livelihood,114,220.472,0.51707,-7.8495,0.002
drop_10pct,1,ユウレイ,Yurei,1641,dwelling,405,358.022,1.13122,2.8376,0.00399
drop_10pct,1,ユウレイ,Yurei,1641,death_ritual,1197,246.68,4.85244,70.745,0.002
drop_10pct,1,ユウレイ,Yurei,1641,taboo_time_weather,131,163.252,0.80244,-2.6865,0.00399
drop_10pct,1,ユウレイ,Yurei,1641,actors,422,380.498,1.10907,2.4698,0.00998
drop_10pct,1,ユウレイ,Yurei,1641,actions,413,210.976,1.95757,15.7288,0.002
drop_10pct,1,ユウレイ,Yurei,1641,strict_boundary_interface,514,347.844,1.47767,10.3543,0.002
drop_10pct,1,カッパ,Kappa,1412,hydrology,1059,280.764,3.77185,56.0737,0.002
drop_10pct,1,カッパ,Kappa,1412,mobility,158,230.15,0.68651,-5.5527,0.002
drop_10pct,1,カッパ,Kappa,1412,boundary,109,207.45,0.52543,-7.7894,0.002
drop_10pct,1,カッパ,Kappa,1412,livelihood,171,191.206,0.89432,-1.6463,0.05988
drop_10pct,1,カッパ,Kappa,1412,dwelling,228,304.81,0.74801,-5.206,0.002
drop_10pct,1,カッパ,Kappa,1412,death_ritual,106,193.892,0.5467,-7.0519,0.002
drop_10pct,1,カッパ,Kappa,1412,taboo_time_weather,90,143.77,0.626,-5.0777,0.002
drop_10pct,1,カッパ,Kappa,1412,actors,372,333.31,1.11608,2.5499,0.00998
drop_10pct,1,カッパ,Kappa,1412,actions,126,154.422,0.81595,-2.663,0.00599
drop_10pct,1,カッパ,Kappa,1412,strict_boundary_interface,370,305.106,1.21269,4.6438,0.002
drop_10pct,1,タヌキ,Tanuki,1268,hydrology,138,206.962,0.66679,-5.4508,0.002
drop_10pct,1,タヌキ,Tanuki,1268,mobility,282,208.332,1.35361,6.0308,0.002
drop_10pct,1,タヌキ,Tanuki,1268,boundary,170,217.266,0.78245,-3.6266,0.002
drop_10pct,1,タヌキ,Tanuki,1268,livelihood,158,179.0,0.88268,-1.7753,0.04391
drop_10pct,1,タヌキ,Tanuki,1268,dwelling,275,281.29,0.97764,-0.4311,0.34731
drop_10pct,1,タヌキ,Tanuki,1268,death_ritual,64,171.672,0.3728,-8.6093,0.002
drop_10pct,1,タヌキ,Tanuki,1268,taboo_time_weather,89,131.632,0.67613,-3.9445,0.002
drop_10pct,1,タヌキ,Tanuki,1268,actors,301,298.642,1.0079,0.1567,0.45908
drop_10pct,1,タヌキ,Tanuki,1268,actions,176,134.968,1.30401,3.9221,0.002
drop_10pct,1,タヌキ,Tanuki,1268,strict_boundary_interface,248,270.99,0.91516,-1.6047,0.05589
drop_10pct,1,テング,Tengu,1224,hydrology,146,205.222,0.71142,-4.6401,0.002
drop_10pct,1,テング,Tengu,1224,mobility,117,187.852,0.62283,-5.8883,0.002
drop_10pct,1,テング,Tengu,1224,boundary,163,208.246,0.78273,-3.5458,0.002
drop_10pct,1,テング,Tengu,1224,livelihood,148,174.61,0.8476,-2.2224,0.01397
drop_10pct,1,テング,Tengu,1224,dwelling,192,262.422,0.73165,-5.2147,0.002
drop_10pct,1,テング,Tengu,1224,death_ritual,33,161.202,0.20471,-10.9611,0.002
drop_10pct,1,テング,Tengu,1224,taboo_time_weather,100,125.702,0.79553,-2.4312,0.00998
drop_10pct,1,テング,Tengu,1224,actors,229,283.19,0.80864,-3.8924,0.002
drop_10pct,1,テング,Tengu,1224,actions,120,128.254,0.93564,-0.7812,0.22754
drop_10pct,1,テング,Tengu,1224,strict_boundary_interface,215,257.836,0.83386,-3.1031,0.002
drop_10pct,1,オニ,Oni,807,hydrology,113,139.226,0.81163,-2.5419,0.00798
drop_10pct,1,オニ,Oni,807,mobility,187,129.24,1.44692,5.7734,0.002
drop_10pct,1,オニ,Oni,807,boundary,135,136.296,0.99049,-0.1331,0.47505
drop_10pct,1,オニ,Oni,807,livelihood,143,118.186,1.20996,2.6191,0.01198
drop_10pct,1,オニ,Oni,807,dwelling,201,177.786,1.13057,1.9557,0.03593
drop_10pct,1,オニ,Oni,807,death_ritual,79,108.678,0.72692,-3.1191,0.00399
drop_10pct,1,オニ,Oni,807,taboo_time_weather,42,81.382,0.51608,-4.6303,0.002
drop_10pct,1,オニ,Oni,807,actors,205,191.386,1.07113,1.1225,0.14571
drop_10pct,1,オニ,Oni,807,actions,63,83.002,0.75902,-2.343,0.00798
drop_10pct,1,オニ,Oni,807,strict_boundary_interface,194,174.454,1.11204,1.7627,0.0499
drop_10pct,1,ヤマノカミ,Yama-no-kami,722,hydrology,79,135.418,0.58338,-5.3972,0.002
drop_10pct,1,ヤマノカミ,Yama-no-kami,722,mobility,43,110.664,0.38856,-7.3022,0.002
drop_10pct,1,ヤマノカミ,Yama-no-kami,722,boundary,88,115.008,0.76516,-2.7066,0.00399
drop_10pct,1,ヤマノカミ,Yama-no-kami,722,livelihood,180,105.068,1.71318,8.7693,0.002
drop_10pct,1,ヤマノカミ,Yama-no-kami,722,dwelling,107,158.01,0.67717,-4.7281,0.002
drop_10pct,1,ヤマノカミ,Yama-no-kami,722,death_ritual,19,92.014,0.20649,-7.9313,0.002
drop_10pct,1,ヤマノカミ,Yama-no-kami,722,taboo_time_weather,111,74.066,1.49866,4.8526,0.002
drop_10pct,1,ヤマノカミ,Yama-no-kami,722,actors,156,171.082,0.91184,-1.4134,0.08184
drop_10pct,1,ヤマノカミ,Yama-no-kami,722,actions,35,72.628,0.48191,-4.7731,0.002
drop_10pct,1,ヤマノカミ,Yama-no-kami,722,strict_boundary_interface,136,153.066,0.88851,-1.6064,0.05589
drop_10pct,1,イヌガミ,Inugami,552,hydrology,36,91.824,0.39205,-6.8131,0.002
drop_10pct,1,イヌガミ,Inugami,552,mobility,101,87.084,1.1598,1.5767,0.05589
drop_10pct,1,イヌガミ,Inugami,552,boundary,51,88.544,0.57598,-4.5585,0.002
drop_10pct,1,イヌガミ,Inugami,552,livelihood,61,76.8,0.79427,-1.9393,0.02196
drop_10pct,1,イヌガミ,Inugami,552,dwelling,199,123.37,1.61303,7.5277,0.002
drop_10pct,1,イヌガミ,Inugami,552,death_ritual,42,73.508,0.57137,-4.0006,0.002
drop_10pct,1,イヌガミ,Inugami,552,taboo_time_weather,27,55.854,0.4834,-4.3241,0.002
drop_10pct,1,イヌガミ,Inugami,552,actors,94,127.13,0.7394,-3.4186,0.00399
drop_10pct,1,イヌガミ,Inugami,552,actions,27,58.4,0.46233,-4.6822,0.002
drop_10pct,1,イヌガミ,Inugami,552,strict_boundary_interface,106,117.566,0.90162,-1.282,0.10778
drop_10pct,1,ネコ,Neko,466,hydrology,48,84.966,0.56493,-4.63,0.002
drop_10pct,1,ネコ,Neko,466,mobility,53,77.146,0.68701,-3.1888,0.00599
drop_10pct,1,ネコ,Neko,466,boundary,76,77.764,0.97732,-0.2167,0.43313
drop_10pct,1,ネコ,Neko,466,livelihood,48,70.91,0.67691,-3.0782,0.002
drop_10pct,1,ネコ,Neko,466,dwelling,127,107.656,1.17968,2.1173,0.02395
drop_10pct,1,ネコ,Neko,466,death_ritual,155,61.586,2.51681,13.2938,0.002
drop_10pct,1,ネコ,Neko,466,taboo_time_weather,43,46.69,0.92097,-0.5639,0.33733
drop_10pct,1,ネコ,Neko,466,actors,88,113.738,0.77371,-2.7483,0.00599
drop_10pct,1,ネコ,Neko,466,actions,41,45.506,0.90098,-0.6884,0.26148
drop_10pct,1,ネコ,Neko,466,strict_boundary_interface,101,102.874,0.98178,-0.2092,0.45509
drop_10pct,1,ヒノタマ,Hitodama,249,hydrology,34,43.026,0.79022,-1.5653,0.07186
drop_10pct,1,ヒノタマ,Hitodama,249,mobility,31,41.02,0.75573,-1.7227,0.03593
drop_10pct,1,ヒノタマ,Hitodama,249,boundary,56,40.05,1.39825,2.6898,0.00599
drop_10pct,1,ヒノタマ,Hitodama,249,livelihood,21,34.212,0.61382,-2.4597,0.01198
drop_10pct,1,ヒノタマ,Hitodama,249,dwelling,54,53.932,1.00126,0.0104,0.53493
drop_10pct,1,ヒノタマ,Hitodama,249,death_ritual,48,36.464,1.31637,2.129,0.01996
drop_10pct,1,ヒノタマ,Hitodama,249,taboo_time_weather,26,25.122,1.03495,0.1784,0.46906
drop_10pct,1,ヒノタマ,Hitodama,249,actors,31,58.692,0.52818,-4.2333,0.002
drop_10pct,1,ヒノタマ,Hitodama,249,actions,48,29.422,1.63143,4.0011,0.002
drop_10pct,1,ヒノタマ,Hitodama,249,strict_boundary_interface,54,54.162,0.99701,-0.0247,0.51497
drop_10pct,2,その他,Other,19084,hydrology,3084,3468.594,0.88912,-11.2611,0.002
drop_10pct,2,その他,Other,19084,mobility,3101,3242.3,0.95642,-4.3299,0.002
drop_10pct,2,その他,Other,19084,boundary,2919,2605.824,1.12018,11.0987,0.002
drop_10pct,2,その他,Other,19084,livelihood,2237,2417.226,0.92544,-6.2303,0.002
drop_10pct,2,その他,Other,19084,dwelling,2226,1956.902,1.13751,9.9712,0.002
drop_10pct,2,その他,Other,19084,death_ritual,2560,2723.012,0.94014,-5.3733,0.002
drop_10pct,2,その他,Other,19084,taboo_time_weather,4040,4096.014,0.98632,-1.5046,0.07784
drop_10pct,2,その他,Other,19084,actors,4998,5214.948,0.9584,-5.5903,0.002
drop_10pct,2,その他,Other,19084,actions,1089,1101.808,0.98838,-0.6494,0.2475
drop_10pct,2,その他,Other,19084,strict_boundary_interface,3949,4174.956,0.94588,-6.0967,0.002
drop_10pct,2,キツネ,Kitsune,3618,hydrology,409,684.666,0.59737,-13.1987,0.002
drop_10pct,2,キツネ,Kitsune,3618,mobility,759,585.572,1.29617,8.2212,0.002
drop_10pct,2,キツネ,Kitsune,3618,boundary,281,489.28,0.57431,-11.2661,0.002
drop_10pct,2,キツネ,Kitsune,3618,livelihood,653,447.952,1.45775,10.7511,0.002
drop_10pct,2,キツネ,Kitsune,3618,dwelling,225,384.262,0.58554,-9.9744,0.002
drop_10pct,2,キツネ,Kitsune,3618,death_ritual,191,499.69,0.38224,-16.7822,0.002
drop_10pct,2,キツネ,Kitsune,3618,taboo_time_weather,717,747.87,0.95872,-1.3139,0.09182
drop_10pct,2,キツネ,Kitsune,3618,actors,871,956.27,0.91083,-3.4094,0.00399
drop_10pct,2,キツネ,Kitsune,3618,actions,192,197.546,0.97193,-0.4491,0.36128
drop_10pct,2,キツネ,Kitsune,3618,strict_boundary_interface,622,770.904,0.80684,-6.694,0.002
drop_10pct,2,ヘビ・リュウ,Snake/Dragon,2335,hydrology,767,424.472,1.80695,19.7727,0.002
drop_10pct,2,ヘビ・リュウ,Snake/Dragon,2335,mobility,359,383.95,0.93502,-1.4525,0.08583
drop_10pct,2,ヘビ・リュウ,Snake/Dragon,2335,boundary,330,320.266,1.03039,0.63,0.29142
drop_10pct,2,ヘビ・リュウ,Snake/Dragon,2335,livelihood,245,288.888,0.84808,-2.8439,0.00399
drop_10pct,2,ヘビ・リュウ,Snake/Dragon,2335,dwelling,193,236.086,0.8175,-3.0228,0.00399
drop_10pct,2,ヘビ・リュウ,Snake/Dragon,2335,death_ritual,217,321.744,0.67445,-6.889,0.002
drop_10pct,2,ヘビ・リュウ,Snake/Dragon,2335,taboo_time_weather,605,500.056,1.20986,5.4513,0.002
drop_10pct,2,ヘビ・リュウ,Snake/Dragon,2335,actors,944,631.474,1.49492,15.0867,0.002
drop_10pct,2,ヘビ・リュウ,Snake/Dragon,2335,actions,105,130.994,0.80156,-2.5429,0.00599
drop_10pct,2,ヘビ・リュウ,Snake/Dragon,2335,strict_boundary_interface,629,498.374,1.2621,7.1088,0.002
drop_10pct,2,ユウレイ,Yurei,1641,hydrology,173,293.38,0.58968,-8.1299,0.002
drop_10pct,2,ユウレイ,Yurei,1641,mobility,358,280.006,1.27854,5.0141,0.002
drop_10pct,2,ユウレイ,Yurei,1641,boundary,308,218.694,1.40836,6.9487,0.002
drop_10pct,2,ユウレイ,Yurei,1641,livelihood,132,195.206,0.67621,-4.8451,0.002
drop_10pct,2,ユウレイ,Yurei,1641,dwelling,218,164.966,1.32148,4.4845,0.002
drop_10pct,2,ユウレイ,Yurei,1641,death_ritual,1216,255.866,4.75249,70.9289,0.002
drop_10pct,2,ユウレイ,Yurei,1641,taboo_time_weather,356,344.052,1.03473,0.7333,0.26547
drop_10pct,2,ユウレイ,Yurei,1641,actors,466,427.75,1.08942,2.2016,0.02395
drop_10pct,2,ユウレイ,Yurei,1641,actions,140,94.794,1.47689,4.7701,0.002
drop_10pct,2,ユウレイ,Yurei,1641,strict_boundary_interface,483,354.62,1.36202,7.9197,0.002
drop_10pct,2,カッパ,Kappa,1412,hydrology,1088,295.776,3.67846,56.0336,0.002
drop_10pct,2,カッパ,Kappa,1412,mobility,160,239.314,0.66858,-6.0791,0.002
drop_10pct,2,カッパ,Kappa,1412,boundary,130,181.08,0.71791,-4.3099,0.002
drop_10pct,2,カッパ,Kappa,1412,livelihood,311,182.098,1.70787,10.6896,0.002
drop_10pct,2,カッパ,Kappa,1412,dwelling,81,126.958,0.63801,-4.5258,0.002
drop_10pct,2,カッパ,Kappa,1412,death_ritual,100,201.032,0.49743,-8.0699,0.002
drop_10pct,2,カッパ,Kappa,1412,taboo_time_weather,175,294.38,0.59447,-7.9344,0.002
drop_10pct,2,カッパ,Kappa,1412,actors,408,375.212,1.08739,2.0981,0.02395
drop_10pct,2,カッパ,Kappa,1412,actions,70,84.722,0.82623,-1.7249,0.04192
drop_10pct,2,カッパ,Kappa,1412,strict_boundary_interface,527,319.694,1.64845,14.1236,0.002
drop_10pct,2,タヌキ,Tanuki,1268,hydrology,140,219.456,0.63794,-6.2093,0.002
drop_10pct,2,タヌキ,Tanuki,1268,mobility,294,218.154,1.34767,6.043,0.002
drop_10pct,2,タヌキ,Tanuki,1268,boundary,98,176.178,0.55626,-6.4424,0.002
drop_10pct,2,タヌキ,Tanuki,1268,livelihood,123,150.794,0.81568,-2.5408,0.00599
drop_10pct,2,タヌキ,Tanuki,1268,dwelling,112,126.322,0.88662,-1.3647,0.08982
drop_10pct,2,タヌキ,Tanuki,1268,death_ritual,73,178.68,0.40855,-8.326,0.002
drop_10pct,2,タヌキ,Tanuki,1268,taboo_time_weather,341,277.566,1.22854,4.1549,0.002
drop_10pct,2,タヌキ,Tanuki,1268,actors,353,339.552,1.03961,0.8677,0.19561
drop_10pct,2,タヌキ,Tanuki,1268,actions,106,72.124,1.46969,4.1913,0.002
drop_10pct,2,タヌキ,Tanuki,1268,strict_boundary_interface,235,273.726,0.85852,-2.7139,0.00399
drop_10pct,2,テング,Tengu,1224,hydrology,148,218.016,0.67885,-5.4437,0.002
drop_10pct,2,テング,Tengu,1224,mobility,135,197.028,0.68518,-5.0222,0.002
drop_10pct,2,テング,Tengu,1224,boundary,127,165.436,0.76767,-3.3184,0.002
drop_10pct,2,テング,Tengu,1224,livelihood,116,144.362,0.80354,-2.4659,0.00998
drop_10pct,2,テング,Tengu,1224,dwelling,79,119.33,0.66203,-4.0271,0.002
drop_10pct,2,テング,Tengu,1224,death_ritual,35,165.456,0.21154,-11.3022,0.002
drop_10pct,2,テング,Tengu,1224,taboo_time_weather,264,259.618,1.01688,0.2989,0.39721
drop_10pct,2,テング,Tengu,1224,actors,305,321.586,0.94842,-1.1426,0.13972
drop_10pct,2,テング,Tengu,1224,actions,88,68.878,1.27762,2.4401,0.00798
drop_10pct,2,テング,Tengu,1224,strict_boundary_interface,228,254.508,0.89585,-1.8909,0.03194
drop_10pct,2,オニ,Oni,807,hydrology,114,147.244,0.77423,-3.085,0.002
drop_10pct,2,オニ,Oni,807,mobility,195,135.32,1.44103,5.8286,0.002
drop_10pct,2,オニ,Oni,807,boundary,121,110.966,1.09042,1.0445,0.1477
drop_10pct,2,オニ,Oni,807,livelihood,105,101.13,1.03827,0.4201,0.33333
drop_10pct,2,オニ,Oni,807,dwelling,118,82.98,1.42203,4.2154,0.002
drop_10pct,2,オニ,Oni,807,death_ritual,87,113.096,0.76926,-2.7343,0.00798
drop_10pct,2,オニ,Oni,807,taboo_time_weather,172,173.302,0.99249,-0.1183,0.46507
drop_10pct,2,オニ,Oni,807,actors,230,217.362,1.05814,1.0115,0.15968
drop_10pct,2,オニ,Oni,807,actions,38,44.738,0.84939,-1.0695,0.15569
drop_10pct,2,オニ,Oni,807,strict_boundary_interface,196,175.092,1.11941,1.847,0.03194
drop_10pct,2,ヤマノカミ,Yama-no-kami,722,hydrology,84,143.164,0.58674,-5.63,0.002
drop_10pct,2,ヤマノカミ,Yama-no-kami,722,mobility,51,115.59,0.44121,-6.6515,0.002
drop_10pct,2,ヤマノカミ,Yama-no-kami,722,boundary,88,94.478,0.93143,-0.7118,0.25349
drop_10pct,2,ヤマノカミ,Yama-no-kami,722,livelihood,156,91.742,1.70042,7.3266,0.002
drop_10pct,2,ヤマノカミ,Yama-no-kami,722,dwelling,27,67.784,0.39832,-5.2713,0.002
drop_10pct,2,ヤマノカミ,Yama-no-kami,722,death_ritual,19,95.296,0.19938,-8.205,0.002
drop_10pct,2,ヤマノカミ,Yama-no-kami,722,taboo_time_weather,153,152.392,1.00399,0.0594,0.48703
drop_10pct,2,ヤマノカミ,Yama-no-kami,722,actors,203,193.984,1.04648,0.7872,0.23553
drop_10pct,2,ヤマノカミ,Yama-no-kami,722,actions,30,41.486,0.72314,-1.857,0.03593
drop_10pct,2,ヤマノカミ,Yama-no-kami,722,strict_boundary_interface,147,154.634,0.95063,-0.729,0.26547
drop_10pct,2,イヌガミ,Inugami,552,hydrology,37,98.842,0.37433,-7.3904,0.002
drop_10pct,2,イヌガミ,Inugami,552,mobility,112,91.96,1.21792,2.2648,0.01796
drop_10pct,2,イヌガミ,Inugami,552,boundary,60,74.782,0.80233,-1.8462,0.04391
drop_10pct,2,イヌガミ,Inugami,552,livelihood,61,68.466,0.89095,-0.9937,0.16567
drop_10pct,2,イヌガミ,Inugami,552,dwelling,34,50.704,0.67056,-2.5188,0.00998
drop_10pct,2,イヌガミ,Inugami,552,death_ritual,46,77.48,0.5937,-3.9383,0.002
drop_10pct,2,イヌガミ,Inugami,552,taboo_time_weather,96,116.994,0.82055,-2.3139,0.01198
drop_10pct,2,イヌガミ,Inugami,552,actors,107,143.254,0.74693,-3.6927,0.002
drop_10pct,2,イヌガミ,Inugami,552,actions,15,32.404,0.46291,-3.21,0.002
drop_10pct,2,イヌガミ,Inugami,552,strict_boundary_interface,112,121.354,0.92292,-0.9747,0.17964
drop_10pct,2,ネコ,Neko,466,hydrology,51,89.034,0.57281,-4.6357,0.002
drop_10pct,2,ネコ,Neko,466,mobility,54,80.014,0.67488,-3.3617,0.00399
drop_10pct,2,ネコ,Neko,466,boundary,35,64.974,0.53868,-3.9688,0.002
drop_10pct,2,ネコ,Neko,466,livelihood,30,60.968,0.49206,-4.3348,0.002
drop_10pct,2,ネコ,Neko,466,dwelling,53,51.134,1.03649,0.2898,0.42515
drop_10pct,2,ネコ,Neko,466,death_ritual,140,63.736,2.19656,10.6502,0.002
drop_10pct,2,ネコ,Neko,466,taboo_time_weather,117,101.382,1.15405,1.8039,0.03593
drop_10pct,2,ネコ,Neko,466,actors,94,128.71,0.73032,-3.524,0.002
drop_10pct,2,ネコ,Neko,466,actions,23,25.932,0.88694,-0.5809,0.32136
drop_10pct,2,ネコ,Neko,466,strict_boundary_interface,72,104.422,0.68951,-3.6109,0.002
drop_10pct,2,ヒノタマ,Hitodama,249,hydrology,33,45.356,0.72758,-2.1426,0.02595
drop_10pct,2,ヒノタマ,Hitodama,249,mobility,34,42.792,0.79454,-1.494,0.08782
drop_10pct,2,ヒノタマ,Hitodama,249,boundary,38,33.042,1.15005,0.8683,0.21357
drop_10pct,2,ヒノタマ,Hitodama,249,livelihood,11,31.168,0.35293,-3.7486,0.002
drop_10pct,2,ヒノタマ,Hitodama,249,dwelling,26,24.572,1.05811,0.3303,0.42715
drop_10pct,2,ヒノタマ,Hitodama,249,death_ritual,49,37.912,1.29247,2.013,0.02794
drop_10pct,2,ヒノタマ,Hitodama,249,taboo_time_weather,80,52.374,1.52748,4.394,0.002
drop_10pct,2,ヒノタマ,Hitodama,249,actors,37,65.898,0.56147,-4.2269,0.002
drop_10pct,2,ヒノタマ,Hitodama,249,actions,14,14.574,0.96061,-0.1684,0.52695
drop_10pct,2,ヒノタマ,Hitodama,249,strict_boundary_interface,57,54.716,1.04174,0.3495,0.39521
drop_10pct,3,その他,Other,19084,hydrology,3376,3826.692,0.88222,-12.381,0.002
drop_10pct,3,その他,Other,19084,mobility,2989,3111.326,0.96068,-3.7805,0.002
drop_10pct,3,その他,Other,19084,boundary,3428,3128.584,1.0957,9.6315,0.002
drop_10pct,3,その他,Other,19084,livelihood,3601,3694.344,0.97473,-2.657,0.00399
drop_10pct,3,その他,Other,19084,dwelling,4873,4750.984,1.02568,3.0832,0.002
drop_10pct,3,その他,Other,19084,death_ritual,2604,2731.06,0.95348,-4.1927,0.002
drop_10pct,3,その他,Other,19084,taboo_time_weather,3396,3543.912,0.95826,-4.1379,0.002
drop_10pct,3,その他,Other,19084,actors,4633,4899.654,0.94558,-6.9494,0.002
drop_10pct,3,その他,Other,19084,actions,1861,1797.09,1.03556,2.4639,0.01198
drop_10pct,3,その他,Other,19084,strict_boundary_interface,4533,4759.93,0.95232,-5.8172,0.002
