reported_quantity,value,source_file,json_path
archive_language.robustness.dictionary_drop_summary[1].effect_ratio_q75,4.77123,results.json,archive_language.robustness.dictionary_drop_summary[1].effect_ratio_q75
archive_language.robustness.dictionary_drop_summary[1].effect_ratio_min,2.71507,results.json,archive_language.robustness.dictionary_drop_summary[1].effect_ratio_min
archive_language.robustness.dictionary_drop_summary[1].effect_ratio_max,5.12818,results.json,archive_language.robustness.dictionary_drop_summary[1].effect_ratio_max
archive_language.robustness.dictionary_drop_summary[1].positive_association_share,1.0,results.json,archive_language.robustness.dictionary_drop_summary[1].positive_association_share
archive_language.robustness.dictionary_drop_summary[1].relative_to_full_median,1.02014,results.json,archive_language.robustness.dictionary_drop_summary[1].relative_to_full_median
archive_language.robustness.dictionary_drop_summary[2].drop_rate,0.1,results.json,archive_language.robustness.dictionary_drop_summary[2].drop_rate
archive_language.robustness.dictionary_drop_summary[2].replicates,100,results.json,archive_language.robustness.dictionary_drop_summary[2].replicates
archive_language.robustness.dictionary_drop_summary[2].effect_ratio_median,1.3501,results.json,archive_language.robustness.dictionary_drop_summary[2].effect_ratio_median
archive_language.robustness.dictionary_drop_summary[2].effect_ratio_q25,1.31843,results.json,archive_language.robustness.dictionary_drop_summary[2].effect_ratio_q25
archive_language.robustness.dictionary_drop_summary[2].effect_ratio_q75,1.42636,results.json,archive_language.robustness.dictionary_drop_summary[2].effect_ratio_q75
archive_language.robustness.dictionary_drop_summary[2].effect_ratio_min,1.04137,results.json,archive_language.robustness.dictionary_drop_summary[2].effect_ratio_min
archive_language.robustness.dictionary_drop_summary[2].effect_ratio_max,1.64067,results.json,archive_language.robustness.dictionary_drop_summary[2].effect_ratio_max
archive_language.robustness.dictionary_drop_summary[2].positive_association_share,1.0,results.json,archive_language.robustness.dictionary_drop_summary[2].positive_association_share
archive_language.robustness.dictionary_drop_summary[2].relative_to_full_median,1.00934,results.json,archive_language.robustness.dictionary_drop_summary[2].relative_to_full_median
archive_language.robustness.dictionary_drop_summary[3].drop_rate,0.1,results.json,archive_language.robustness.dictionary_drop_summary[3].drop_rate
archive_language.robustness.dictionary_drop_summary[3].replicates,100,results.json,archive_language.robustness.dictionary_drop_summary[3].replicates
archive_language.robustness.dictionary_drop_summary[3].effect_ratio_median,1.49162,results.json,archive_language.robustness.dictionary_drop_summary[3].effect_ratio_median
archive_language.robustness.dictionary_drop_summary[3].effect_ratio_q25,1.4761,results.json,archive_language.robustness.dictionary_drop_summary[3].effect_ratio_q25
archive_language.robustness.dictionary_drop_summary[3].effect_ratio_q75,1.55105,results.json,archive_language.robustness.dictionary_drop_summary[3].effect_ratio_q75
archive_language.robustness.dictionary_drop_summary[3].effect_ratio_min,0.78996,results.json,archive_language.robustness.dictionary_drop_summary[3].effect_ratio_min
archive_language.robustness.dictionary_drop_summary[3].effect_ratio_max,1.70952,results.json,archive_language.robustness.dictionary_drop_summary[3].effect_ratio_max
archive_language.robustness.dictionary_drop_summary[3].positive_association_share,0.87,results.json,archive_language.robustness.dictionary_drop_summary[3].positive_association_share
archive_language.robustness.dictionary_drop_summary[3].relative_to_full_median,1.01444,results.json,archive_language.robustness.dictionary_drop_summary[3].relative_to_full_median
archive_language.robustness.dictionary_drop_summary[4].drop_rate,0.2,results.json,archive_language.robustness.dictionary_drop_summary[4].drop_rate
archive_language.robustness.dictionary_drop_summary[4].replicates,100,results.json,archive_language.robustness.dictionary_drop_summary[4].replicates
archive_language.robustness.dictionary_drop_summary[4].effect_ratio_median,3.53722,results.json,archive_language.robustness.dictionary_drop_summary[4].effect_ratio_median
archive_language.robustness.dictionary_drop_summary[4].effect_ratio_q25,3.45212,results.json,archive_language.robustness.dictionary_drop_summary[4].effect_ratio_q25
archive_language.robustness.dictionary_drop_summary[4].effect_ratio_q75,3.78272,results.json,archive_language.robustness.dictionary_drop_summary[4].effect_ratio_q75
archive_language.robustness.dictionary_drop_summary[4].effect_ratio_min,1.7919,results.json,archive_language.robustness.dictionary_drop_summary[4].effect_ratio_min
archive_language.robustness.dictionary_drop_summary[4].effect_ratio_max,4.30733,results.json,archive_language.robustness.dictionary_drop_summary[4].effect_ratio_max
archive_language.robustness.dictionary_drop_summary[4].positive_association_share,1.0,results.json,archive_language.robustness.dictionary_drop_summary[4].positive_association_share
archive_language.robustness.dictionary_drop_summary[4].relative_to_full_median,1.04784,results.json,archive_language.robustness.dictionary_drop_summary[4].relative_to_full_median
archive_language.robustness.dictionary_drop_summary[5].drop_rate,0.2,results.json,archive_language.robustness.dictionary_drop_summary[5].drop_rate
archive_language.robustness.dictionary_drop_summary[5].replicates,100,results.json,archive_language.robustness.dictionary_drop_summary[5].replicates
archive_language.robustness.dictionary_drop_summary[5].effect_ratio_median,4.87793,results.json,archive_language.robustness.dictionary_drop_summary[5].effect_ratio_median
archive_language.robustness.dictionary_drop_summary[5].effect_ratio_q25,2.90793,results.json,archive_language.robustness.dictionary_drop_summary[5].effect_ratio_q25
archive_language.robustness.dictionary_drop_summary[5].effect_ratio_q75,5.00313,results.json,archive_language.robustness.dictionary_drop_summary[5].effect_ratio_q75
archive_language.robustness.dictionary_drop_summary[5].effect_ratio_min,2.13981,results.json,archive_language.robustness.dictionary_drop_summary[5].effect_ratio_min
archive_language.robustness.dictionary_drop_summary[5].effect_ratio_max,5.5654,results.json,archive_language.robustness.dictionary_drop_summary[5].effect_ratio_max
archive_language.robustness.dictionary_drop_summary[5].positive_association_share,1.0,results.json,archive_language.robustness.dictionary_drop_summary[5].positive_association_share
archive_language.robustness.dictionary_drop_summary[5].relative_to_full_median,1.04829,results.json,archive_language.robustness.dictionary_drop_summary[5].relative_to_full_median
archive_language.robustness.dictionary_drop_summary[6].drop_rate,0.2,results.json,archive_language.robustness.dictionary_drop_summary[6].drop_rate
archive_language.robustness.dictionary_drop_summary[6].replicates,100,results.json,archive_language.robustness.dictionary_drop_summary[6].replicates
archive_language.robustness.dictionary_drop_summary[6].effect_ratio_median,1.35815,results.json,archive_language.robustness.dictionary_drop_summary[6].effect_ratio_median
archive_language.robustness.dictionary_drop_summary[6].effect_ratio_q25,1.26697,results.json,archive_language.robustness.dictionary_drop_summary[6].effect_ratio_q25
archive_language.robustness.dictionary_drop_summary[6].effect_ratio_q75,1.44675,results.json,archive_language.robustness.dictionary_drop_summary[6].effect_ratio_q75
archive_language.robustness.dictionary_drop_summary[6].effect_ratio_min,0.96796,results.json,archive_language.robustness.dictionary_drop_summary[6].effect_ratio_min
archive_language.robustness.dictionary_drop_summary[6].effect_ratio_max,1.7775,results.json,archive_language.robustness.dictionary_drop_summary[6].effect_ratio_max
archive_language.robustness.dictionary_drop_summary[6].positive_association_share,0.99,results.json,archive_language.robustness.dictionary_drop_summary[6].positive_association_share
archive_language.robustness.dictionary_drop_summary[6].relative_to_full_median,1.01535,results.json,archive_language.robustness.dictionary_drop_summary[6].relative_to_full_median
archive_language.robustness.dictionary_drop_summary[7].drop_rate,0.2,results.json,archive_language.robustness.dictionary_drop_summary[7].drop_rate
archive_language.robustness.dictionary_drop_summary[7].replicates,100,results.json,archive_language.robustness.dictionary_drop_summary[7].replicates
archive_language.robustness.dictionary_drop_summary[7].effect_ratio_median,1.52005,results.json,archive_language.robustness.dictionary_drop_summary[7].effect_ratio_median
archive_language.robustness.dictionary_drop_summary[7].effect_ratio_q25,1.4885,results.json,archive_language.robustness.dictionary_drop_summary[7].effect_ratio_q25
archive_language.robustness.dictionary_drop_summary[7].effect_ratio_q75,1.57195,results.json,archive_language.robustness.dictionary_drop_summary[7].effect_ratio_q75
archive_language.robustness.dictionary_drop_summary[7].effect_ratio_min,0.72623,results.json,archive_language.robustness.dictionary_drop_summary[7].effect_ratio_min
archive_language.robustness.dictionary_drop_summary[7].effect_ratio_max,1.86573,results.json,archive_language.robustness.dictionary_drop_summary[7].effect_ratio_max
archive_language.robustness.dictionary_drop_summary[7].positive_association_share,0.85,results.json,archive_language.robustness.dictionary_drop_summary[7].positive_association_share
archive_language.robustness.dictionary_drop_summary[7].relative_to_full_median,1.03377,results.json,archive_language.robustness.dictionary_drop_summary[7].relative_to_full_median
archive_language.robustness.dictionary_drop_summary[8].drop_rate,0.3,results.json,archive_language.robustness.dictionary_drop_summary[8].drop_rate
archive_language.robustness.dictionary_drop_summary[8].replicates,100,results.json,archive_language.robustness.dictionary_drop_summary[8].replicates
archive_language.robustness.dictionary_drop_summary[8].effect_ratio_median,3.72975,results.json,archive_language.robustness.dictionary_drop_summary[8].effect_ratio_median
archive_language.robustness.dictionary_drop_summary[8].effect_ratio_q25,3.10022,results.json,archive_language.robustness.dictionary_drop_summary[8].effect_ratio_q25
archive_language.robustness.dictionary_drop_summary[8].effect_ratio_q75,4.00432,results.json,archive_language.robustness.dictionary_drop_summary[8].effect_ratio_q75
archive_language.robustness.dictionary_drop_summary[8].effect_ratio_min,1.30088,results.json,archive_language.robustness.dictionary_drop_summary[8].effect_ratio_min
archive_language.robustness.dictionary_drop_summary[8].effect_ratio_max,5.46143,results.json,archive_language.robustness.dictionary_drop_summary[8].effect_ratio_max
archive_language.robustness.dictionary_drop_summary[8].positive_association_share,1.0,results.json,archive_language.robustness.dictionary_drop_summary[8].positive_association_share
archive_language.robustness.dictionary_drop_summary[8].relative_to_full_median,1.10488,results.json,archive_language.robustness.dictionary_drop_summary[8].relative_to_full_median
archive_language.robustness.dictionary_drop_summary[9].drop_rate,0.3,results.json,archive_language.robustness.dictionary_drop_summary[9].drop_rate
archive_language.robustness.dictionary_drop_summary[9].replicates,100,results.json,archive_language.robustness.dictionary_drop_summary[9].replicates
archive_language.robustness.dictionary_drop_summary[9].effect_ratio_median,4.99957,results.json,archive_language.robustness.dictionary_drop_summary[9].effect_ratio_median
archive_language.robustness.dictionary_drop_summary[9].effect_ratio_q25,3.10079,results.json,archive_language.robustness.dictionary_drop_summary[9].effect_ratio_q25
archive_language.robustness.dictionary_drop_summary[9].effect_ratio_q75,5.29593,results.json,archive_language.robustness.dictionary_drop_summary[9].effect_ratio_q75
archive_language.robustness.dictionary_drop_summary[9].effect_ratio_min,2.23606,results.json,archive_language.robustness.dictionary_drop_summary[9].effect_ratio_min
archive_language.robustness.dictionary_drop_summary[9].effect_ratio_max,5.88795,results.json,archive_language.robustness.dictionary_drop_summary[9].effect_ratio_max
archive_language.robustness.dictionary_drop_summary[9].positive_association_share,1.0,results.json,archive_language.robustness.dictionary_drop_summary[9].positive_association_share
archive_language.robustness.dictionary_drop_summary[9].relative_to_full_median,1.07443,results.json,archive_language.robustness.dictionary_drop_summary[9].relative_to_full_median
archive_language.robustness.dictionary_drop_summary[10].drop_rate,0.3,results.json,archive_language.robustness.dictionary_drop_summary[10].drop_rate
archive_language.robustness.dictionary_drop_summary[10].replicates,100,results.json,archive_language.robustness.dictionary_drop_summary[10].replicates
archive_language.robustness.dictionary_drop_summary[10].effect_ratio_median,1.36061,results.json,archive_language.robustness.dictionary_drop_summary[10].effect_ratio_median
archive_language.robustness.dictionary_drop_summary[10].effect_ratio_q25,1.24754,results.json,archive_language.robustness.dictionary_drop_summary[10].effect_ratio_q25
archive_language.robustness.dictionary_drop_summary[10].effect_ratio_q75,1.47787,results.json,archive_language.robustness.dictionary_drop_summary[10].effect_ratio_q75
archive_language.robustness.dictionary_drop_summary[10].effect_ratio_min,0.96416,results.json,archive_language.robustness.dictionary_drop_summary[10].effect_ratio_min
archive_language.robustness.dictionary_drop_summary[10].effect_ratio_max,1.79616,results.json,archive_language.robustness.dictionary_drop_summary[10].effect_ratio_max
archive_language.robustness.dictionary_drop_summary[10].positive_association_share,0.98,results.json,archive_language.robustness.dictionary_drop_summary[10].positive_association_share
archive_language.robustness.dictionary_drop_summary[10].relative_to_full_median,1.01719,results.json,archive_language.robustness.dictionary_drop_summary[10].relative_to_full_median
archive_language.robustness.dictionary_drop_summary[11].drop_rate,0.3,results.json,archive_language.robustness.dictionary_drop_summary[11].drop_rate
archive_language.robustness.dictionary_drop_summary[11].replicates,100,results.json,archive_language.robustness.dictionary_drop_summary[11].replicates
archive_language.robustness.dictionary_drop_summary[11].effect_ratio_median,1.58022,results.json,archive_language.robustness.dictionary_drop_summary[11].effect_ratio_median
archive_language.robustness.dictionary_drop_summary[11].effect_ratio_q25,0.91805,results.json,archive_language.robustness.dictionary_drop_summary[11].effect_ratio_q25
archive_language.robustness.dictionary_drop_summary[11].effect_ratio_q75,1.70575,results.json,archive_language.robustness.dictionary_drop_summary[11].effect_ratio_q75
archive_language.robustness.dictionary_drop_summary[11].effect_ratio_min,0.68318,results.json,archive_language.robustness.dictionary_drop_summary[11].effect_ratio_min
archive_language.robustness.dictionary_drop_summary[11].effect_ratio_max,1.92313,results.json,archive_language.robustness.dictionary_drop_summary[11].effect_ratio_max
archive_language.robustness.dictionary_drop_summary[11].positive_association_share,0.7,results.json,archive_language.robustness.dictionary_drop_summary[11].positive_association_share
archive_language.robustness.dictionary_drop_summary[11].relative_to_full_median,1.07469,results.json,archive_language.robustness.dictionary_drop_summary[11].relative_to_full_median
archive_language.robustness.rank_correlation_summary[0].drop_rate,0.1,results.json,archive_language.robustness.rank_correlation_summary[0].drop_rate
archive_language.robustness.rank_correlation_summary[0].replicates,100,results.json,archive_language.robustness.rank_correlation_summary[0].replicates
archive_language.robustness.rank_correlation_summary[0].rank_correlation_median,0.97518,results.json,archive_language.robustness.rank_correlation_summary[0].rank_correlation_median
archive_language.robustness.rank_correlation_summary[0].rank_correlation_q25,0.94241,results.json,archive_language.robustness.rank_correlation_summary[0].rank_correlation_q25
archive_language.robustness.rank_correlation_summary[0].rank_correlation_q75,0.98651,results.json,archive_language.robustness.rank_correlation_summary[0].rank_correlation_q75
archive_language.robustness.rank_correlation_summary[0].rank_correlation_min,0.87822,results.json,archive_language.robustness.rank_correlation_summary[0].rank_correlation_min
archive_language.robustness.rank_correlation_summary[0].rank_correlation_max,0.99901,results.json,archive_language.robustness.rank_correlation_summary[0].rank_correlation_max
archive_language.robustness.rank_correlation_summary[1].drop_rate,0.2,results.json,archive_language.robustness.rank_correlation_summary[1].drop_rate
archive_language.robustness.rank_correlation_summary[1].replicates,100,results.json,archive_language.robustness.rank_correlation_summary[1].replicates
archive_language.robustness.rank_correlation_summary[1].rank_correlation_median,0.94026,results.json,archive_language.robustness.rank_correlation_summary[1].rank_correlation_median
archive_language.robustness.rank_correlation_summary[1].rank_correlation_q25,0.91624,results.json,archive_language.robustness.rank_correlation_summary[1].rank_correlation_q25
archive_language.robustness.rank_correlation_summary[1].rank_correlation_q75,0.96262,results.json,archive_language.robustness.rank_correlation_summary[1].rank_correlation_q75
archive_language.robustness.rank_correlation_summary[1].rank_correlation_min,0.84559,results.json,archive_language.robustness.rank_correlation_summary[1].rank_correlation_min
archive_language.robustness.rank_correlation_summary[1].rank_correlation_max,0.99351,results.json,archive_language.robustness.rank_correlation_summary[1].rank_correlation_max
archive_language.robustness.rank_correlation_summary[2].drop_rate,0.3,results.json,archive_language.robustness.rank_correlation_summary[2].drop_rate
archive_language.robustness.rank_correlation_summary[2].replicates,100,results.json,archive_language.robustness.rank_correlation_summary[2].replicates
archive_language.robustness.rank_correlation_summary[2].rank_correlation_median,0.89502,results.json,archive_language.robustness.rank_correlation_summary[2].rank_correlation_median
archive_language.robustness.rank_correlation_summary[2].rank_correlation_q25,0.85159,results.json,archive_language.robustness.rank_correlation_summary[2].rank_correlation_q25
archive_language.robustness.rank_correlation_summary[2].rank_correlation_q75,0.92493,results.json,archive_language.robustness.rank_correlation_summary[2].rank_correlation_q75
archive_language.robustness.rank_correlation_summary[2].rank_correlation_min,0.66503,results.json,archive_language.robustness.rank_correlation_summary[2].rank_correlation_min
archive_language.robustness.rank_correlation_summary[2].rank_correlation_max,0.97864,results.json,archive_language.robustness.rank_correlation_summary[2].rank_correlation_max
archive_language.robustness.interface_definition_ablation[0].snake_dragon_effect_ratio,1.68297,results.json,archive_language.robustness.interface_definition_ablation[0].snake_dragon_effect_ratio
archive_language.robustness.interface_definition_ablation[1].snake_dragon_effect_ratio,1.33762,results.json,archive_language.robustness.interface_definition_ablation[1].snake_dragon_effect_ratio
archive_language.robustness.interface_definition_ablation[2].snake_dragon_effect_ratio,1.8335,results.json,archive_language.robustness.interface_definition_ablation[2].snake_dragon_effect_ratio
